name
pop
dance pop
pop rap
rap
post-teen pop
tropical house
rock
trap music
dwn trap
pop rock
hip hop
neo mellow
r&b
edm
latin
southern hip hop
folk-pop
alternative rock
classic rock
viral pop
indie r&b
mellow gold
latin pop
singer-songwriter
album rock
indie rock
post-grunge
electro house
alternative metal
tropical
indie pop
indie folk
hard rock
canadian pop
indietronica
urban contemporary
soft rock
pop punk
permanent wave
reggaeton
gangster rap
nu metal
hip pop
indie poptimism
soul
big room
house
dirty south rap
contemporary country
country
garage rock
latin hip hop
folk rock
country road
europop
rock en espanol
stomp and holler
chamber pop
adult standards
rap metal
synthpop
roots rock
funk rock
grupera
shimmer pop
neo soul
regional mexican
new wave pop
deep pop r&b
alternative dance
progressive house
underground hip hop
dance rock
blues-rock
emo
teen pop
new wave
brostep
banda
electronic
latin alternative
electronic trap
spanish pop
neo-psychedelic
progressive electro house
quiet storm
motown
norteno
art rock
psychedelic rock
crunk
escape room
new rave
modern country rock
deep big room
rap rock
classic funk rock
deep indie r&b
metal
folk
screamo
acoustic pop
deep tropical house
bass trap
regional mexican pop
pixie
pop reggaeton
swedish pop
punk
metropopolis
funk
talent show
new romantic
reggaeton flow
disco
metalcore
east coast hip hop
vocal jazz
hardcore hip hop
jazz blues
freak folk
boy band
indie anthem-folk
francoton
detroit hip hop
new americana
moombahton
dance-punk
christian alternative rock
brill building pop
cumbia pop
groove metal
ranchera
soundtrack
trap francais
swedish idol pop
worship
chillwave
compositional ambient
deep german hip hop
g funk
modern blues
argentine rock
piano rock
deep pop edm
new jack swing
deep funk carioca
rock-and-roll
ccm
christian music
memphis soul
german hip hop
vapor soul
downtempo
australian dance
southern rock
lo-fi
christian rock
deep german pop rock
soul blues
noise pop
dream pop
electric blues
protopunk
melodic metalcore
mpb
west coast rap
british blues
country rock
southern soul
sertanejo universitario
trip hop
vapor twitch
hollywood
deep underground hip hop
underground pop rap
cantautor
classical
german pop
alternative hip hop
catstep
glam metal
redneck
britpop
tracestep
traditional folk
melancholia
korean pop
indiecoustica
glam rock
k-pop
outlaw country
slow core
disco house
